OBJECTID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
24,48,40,23,0.205693,7.3E-05,0.000136,8.3E-05,9.6E-05,0.380308,6.1E-05,9.8E-05,0.001025,7.2E-05,0.242875,6.2E-05,6.2E-05,4.6E-05,0.000174,0.00014,0.000103,5.5E-05,0.000206,3.8E-05,0.000283,8.4E-05,0.032446,7.7E-05,3.8E-05,5E-05,0.077658,0.016363,5.9E-05,9.8E-05,1.4E-05,0.000245,0.086176,0.000104,4.5E-05,3.7E-05,5.8E-05,8.4E-05,0.104214,5E-05,8.8E-05,5.2E-05,3.9E-05,0.012244,7.2E-05,4.4E-05,6.9E-05,6.6E-05,8.3E-05,0.040755,0.000152,4.5E-05,2.8E-05,3.5E-05,4.7E-05,0.00041,5.5E-05,4.6E-05,7.8E-05,6.4E-05,0.000121,0.000119,0.000252,8.3E-05,0.0001,8.3E-05,9.7E-05,4.3E-05,7.2E-05,7.1E-05,0.000496,9.4E-05,f3445m9s,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3445m9s,Optical measurement and control of topological insulators,2016,"Yeats, Andrew Loughlin","University of California, Santa Barbara. Physics",David D. Awschalom,English,0.000362666049889532,0.000181069818547265
25,49,34,16,0.14373,0.000158,0.000293,0.00018,0.0615,0.000123,0.000132,0.026482,0.002219,0.000155,0.087912,0.000134,0.000133,0.0001,0.000377,0.000302,0.000224,0.00012,0.000445,8.3E-05,0.000613,0.000182,0.000183,0.000167,8.3E-05,0.000108,0.106804,0.122982,0.000128,0.000212,3E-05,0.000531,0.063948,0.000226,9.8E-05,8E-05,0.000124,0.000182,0.12926,0.01762,0.315412,0.000113,8.4E-05,0.052772,0.000157,9.6E-05,0.00015,0.000142,0.000179,0.000655,0.000329,9.8E-05,6E-05,7.6E-05,0.000103,0.000887,0.00012,0.0001,0.000168,0.000138,0.000262,0.000257,0.000545,0.00018,0.000216,0.00018,0.000209,9.2E-05,0.000157,0.000154,0.001073,0.000204,f3qv3mb0,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3qv3mb0,"Real-time measurement, analysis, and control in microfluidic systems for personalized medicine and designer materials",2016,"Mage, Peter L.","University of California, Santa Barbara. Materials",Hyongsok T. Soh,English,0.000304079723687844,0.000122691003199762
26,50,40,21,0.138934,0.000231,0.000428,0.000263,0.000302,0.281491,0.000193,0.000311,0.028814,0.000227,0.051659,0.000196,0.000195,0.000146,0.000551,0.000442,0.000326,0.000175,0.00065,0.000121,0.000896,0.000266,0.115349,0.000243,0.000121,0.000157,0.06646,0.000577,0.000186,0.00031,4.4E-05,0.000775,0.285189,0.00033,0.000144,0.000117,0.000182,0.000266,0.124827,0.000157,0.000277,0.000165,0.000123,0.000343,0.000229,0.000141,0.000218,0.000207,0.000261,0.000957,0.00048,0.000143,8.7E-05,0.000111,0.00015,0.001295,0.000175,0.012933,0.000245,0.000202,0.000382,0.000375,0.000796,0.000263,0.000315,0.000263,0.000305,0.000135,0.000229,0.013012,0.001567,0.000299,f3348k5d,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3348k5d,Group III-V Nanowire Growth and Characterization,2016,"Wang, Mingjin","University of California, Santa Barbara. Electrical and Computer Engineering",John E. Bowers,English,0.00036136349269811,0.000163343363048361
27,51,41,35,0.0830444,6.7E-05,0.000124,7.6E-05,8.7E-05,0.022257,5.6E-05,9E-05,0.004639,6.6E-05,0.185193,5.7E-05,5.6E-05,4.2E-05,0.000159,0.000128,9.4E-05,5.1E-05,0.000188,3.5E-05,0.000259,7.7E-05,7.7E-05,7E-05,3.5E-05,4.5E-05,0.011834,0.000167,5.4E-05,9E-05,1.3E-05,0.000224,0.171363,0.011198,4.2E-05,0.003735,5.3E-05,7.7E-05,0.091642,4.5E-05,8E-05,4.8E-05,3.6E-05,9.9E-05,0.484883,4.1E-05,6.3E-05,6E-05,7.6E-05,0.000277,0.000139,4.1E-05,2.5E-05,3.2E-05,4.3E-05,0.007777,5.1E-05,4.2E-05,7.1E-05,5.8E-05,0.000111,0.000108,0.00023,7.6E-05,9.1E-05,7.6E-05,8.8E-05,3.9E-05,6.6E-05,6.5E-05,0.000454,8.6E-05,f3tm79xx,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tm79xx,Growth Development of III-Nitrides for Electronic Devices by Molecular Beam Epitaxy,2016,"Kyle, Erin Christina Hix","University of California, Santa Barbara. Materials",James Speck,English,0.000371852221974711,0.000270255458270653
28,54,33,0,0.0995308,8.9E-05,0.000164,0.000101,0.000116,6.9E-05,7.4E-05,0.000119,0.006138,8.7E-05,0.000196,7.5E-05,7.5E-05,5.6E-05,0.000211,0.000169,0.000125,6.7E-05,0.000249,4.6E-05,0.000343,0.000102,0.000102,9.3E-05,4.6E-05,6E-05,0.182158,0.509513,7.1E-05,0.000119,1.7E-05,0.000297,0.011279,0.000126,5.5E-05,4.5E-05,7E-05,0.000102,0.145746,6E-05,0.024591,6.3E-05,4.7E-05,0.000131,8.8E-05,5.4E-05,8.4E-05,7.9E-05,0.0001,0.054234,0.005081,5.5E-05,3.3E-05,4.3E-05,5.7E-05,0.000496,6.7E-05,5.6E-05,9.4E-05,7.7E-05,0.000146,0.000143,0.044378,0.000101,0.005018,0.004998,0.000117,5.2E-05,8.8E-05,8.6E-05,0.0006,0.000114,f30k28cn,https://www.alexandria.ucsb.edu/lib/ark:/48907/f30k28cn,Hidden Markov Models for Analysis of Multimodal Biomedical Images,2016,"Shenoy, Renuka Vidyut","University of California, Santa Barbara. Electrical and Computer Engineering",Kenneth Rose,English,0.00029679169176947,2.36346749940739E-06
29,56,3,24,0.17355,0.000126,0.000234,0.000144,0.000165,9.8E-05,0.000105,0.00017,0.00177,0.000124,0.000279,0.230546,0.000106,8E-05,0.112029,0.000241,0.000178,9.5E-05,0.342522,6.6E-05,0.000489,0.000145,0.000146,0.000133,6.6E-05,8.6E-05,0.05026,0.007298,0.000102,0.000169,2.4E-05,0.000423,0.0091,0.00018,7.8E-05,6.4E-05,9.9E-05,0.000145,0.179897,8.6E-05,0.000151,0.007073,6.7E-05,0.000187,0.000125,7.7E-05,0.000119,0.000113,0.000143,0.000522,0.000262,7.8E-05,4.8E-05,6.1E-05,8.2E-05,0.000707,9.5E-05,0.021029,0.000134,0.00011,0.000209,0.000205,0.000434,0.000143,0.000172,0.000144,0.000167,7.4E-05,0.000125,0.000123,0.028788,0.000163,f33b5zxr,https://www.alexandria.ucsb.edu/lib/ark:/48907/f33b5zxr,Teachers' and Administrators' Views of Organizational Improvement and Student Success in a Themed Professional Learning Community,2016,"Wold, Todd Michael","University of California, Santa Barbara. Education","Danielle Harlow, Sharon Conley",English,2.59658033019316E-05,0.000188389291489089
30,61,40,24,0.148195,6.5E-05,0.00012,7.4E-05,8.5E-05,0.337931,5.4E-05,8.7E-05,0.000911,6.4E-05,0.02171,5.5E-05,0.082728,4.1E-05,0.000155,0.000124,9.2E-05,4.9E-05,0.000183,3.4E-05,0.000252,7.5E-05,0.014453,6.8E-05,3.4E-05,4.4E-05,0.025871,0.000162,5.2E-05,8.7E-05,1.2E-05,0.000218,0.198786,9.3E-05,4E-05,3.3E-05,5.1E-05,7.5E-05,0.193246,4.4E-05,7.8E-05,4.6E-05,3.5E-05,9.6E-05,0.104304,3.9E-05,6.1E-05,5.8E-05,7.3E-05,0.003863,0.000135,4E-05,2.5E-05,3.1E-05,4.2E-05,0.011147,4.9E-05,4.1E-05,6.9E-05,5.7E-05,0.000108,0.000105,0.000224,7.4E-05,8.9E-05,7.4E-05,8.6E-05,3.8E-05,6.4E-05,6.3E-05,0.000441,8.4E-05,f3542nf5,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3542nf5,Understanding and engineering two-dimensional electron gases in complex oxides,2016,"Bjaalie, Lars Gunnar Tangen","University of California, Santa Barbara. Materials",Chris G. Van de Walle,English,0.000358084641925798,0.00018848271628808
31,65,4,28,0.224015,0.000156,0.000288,0.000177,0.000203,0.000121,0.00013,0.000209,0.122658,0.000153,0.000344,0.473433,0.000131,9.8E-05,0.258535,0.008903,0.00022,0.000117,0.009043,8.2E-05,0.000603,0.000179,0.000179,0.000164,8.2E-05,0.000106,0.0017,0.000388,0.000125,0.000208,2.9E-05,0.000522,0.01982,0.000222,9.7E-05,7.9E-05,0.000122,0.000179,0.092613,0.000106,0.000186,0.000111,8.3E-05,0.000231,0.000154,9.5E-05,0.000147,0.00014,0.000176,0.000644,0.000323,9.6E-05,5.9E-05,7.5E-05,0.000101,0.000871,0.000118,9.8E-05,0.000165,0.000136,0.000257,0.000252,0.000535,0.000177,0.000212,0.000177,0.000206,9.1E-05,0.000154,0.000152,0.001055,0.000201,f3765ch6,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3765ch6,Thai Secondary School Students' Probability Misconceptions : The Impact of Formal Instruction,2015,"Talawat, Puttoei","University of California, Santa Barbara. Education",Mary E. Brenner,English,3.36778400169008E-05,0.000218597837855617
32,69,28,13,0.204744,3.9E-05,7.3E-05,4.5E-05,5.1E-05,3.1E-05,3.3E-05,5.3E-05,0.072415,3.9E-05,8.7E-05,3.3E-05,3.3E-05,2.5E-05,0.002271,7.5E-05,5.6E-05,3E-05,0.000111,2.1E-05,0.000153,4.5E-05,4.5E-05,4.1E-05,2.1E-05,2.7E-05,0.198599,0.058896,3.2E-05,5.3E-05,7E-06,0.000132,0.074701,0.010945,2.4E-05,2E-05,3.1E-05,4.5E-05,0.21725,2.7E-05,4.7E-05,2.8E-05,2.1E-05,5.8E-05,3.9E-05,2.4E-05,3.7E-05,3.5E-05,4.4E-05,0.006696,8.2E-05,2.4E-05,1.5E-05,1.9E-05,2.6E-05,0.002398,3E-05,2.5E-05,4.2E-05,3.4E-05,6.5E-05,0.139435,0.000135,0.213457,5.4E-05,4.5E-05,5.2E-05,2.3E-05,3.9E-05,3.8E-05,0.000267,5.1E-05,f3f18wwm,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3f18wwm,Learning Approaches to Analog and Mixed Signal Verification and Analysis,2015,"Alt, Samantha Alice","University of California, Santa Barbara. Electrical and Computer Engineering","Li-C. Wang, Malgorzata Marek-Sadowska",English,0.000254656213380159,0.00010116287739337
33,70,27,8,0.142432,0.000196,0.000363,0.000223,0.000256,0.000152,0.000164,0.000264,0.002749,0.000192,0.000433,0.000166,0.000165,0.000124,0.000467,0.000375,0.000277,0.000148,0.000551,0.000103,0.00076,0.086989,0.000226,0.000206,0.000103,0.000133,0.186514,0.000489,0.000158,0.000263,3.7E-05,0.000658,0.079206,0.00028,0.000122,0.0001,0.000154,0.000226,0.127565,0.000133,0.032771,0.00014,0.000104,0.000291,0.000194,0.000119,0.000185,0.000176,0.000221,0.000811,0.379996,0.000121,7.4E-05,9.4E-05,0.000127,0.001098,0.000148,0.000124,0.000208,0.000171,0.000324,0.000318,0.087438,0.000223,0.000267,0.000223,0.000259,0.000114,0.000194,0.000191,0.001329,0.000253,f35d8q1n,https://www.alexandria.ucsb.edu/lib/ark:/48907/f35d8q1n,A Kernel Module for Pulse-Coupled Time Synchronization in Sensor Networks,2015,"Mosalakanti, Krishna","University of California, Santa Barbara. Electrical and Computer Engineering","Francis J. Doyle, III",English,0.000241450978680846,6.14959693990012E-05
34,73,35,18,0.176393,0.000132,0.000244,0.00015,0.000172,0.000102,0.00011,0.000177,0.060154,0.000129,0.000291,0.000111,0.000111,8.3E-05,0.000314,0.000252,0.000186,9.9E-05,0.00037,6.9E-05,0.000511,0.000152,0.000152,0.000139,6.9E-05,9E-05,0.023305,0.000329,0.000106,0.000176,2.5E-05,0.000442,0.169842,0.051206,8.2E-05,6.7E-05,0.000104,0.000152,0.100303,8.9E-05,0.561362,9.4E-05,7E-05,0.000195,0.00013,8E-05,0.000125,0.000118,0.000149,0.007834,0.000274,8.2E-05,5E-05,6.3E-05,8.6E-05,0.000738,0.0001,8.3E-05,0.00014,0.000115,0.000218,0.000214,0.01503,0.00015,0.00018,0.00015,0.000174,7.7E-05,0.00013,0.000129,0.000893,0.00017,f3bz647m,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bz647m,Luminous and Dark Matter in Early-type Galaxies,2015,"Sonnenfeld, Alessandro","University of California, Santa Barbara. Physics",Tommaso Treu,English,0.000317072057641636,0.000139992555562051
35,80,41,18,0.21759,0.000157,0.000291,0.000179,0.000205,0.000122,0.000131,0.008891,0.0022,0.000154,0.000347,0.000133,0.000132,9.9E-05,0.000374,0.0003,0.000222,0.000118,0.000441,8.2E-05,0.000608,0.000181,0.44287,0.000165,8.2E-05,0.000107,0.296841,0.000392,0.000127,0.017571,3E-05,0.000526,0.098114,0.000224,9.8E-05,8E-05,0.000123,0.000181,0.110777,0.000106,0.000188,0.000112,8.3E-05,0.000233,0.000155,9.5E-05,0.000148,0.000141,0.000177,0.00933,0.000326,9.7E-05,5.9E-05,7.5E-05,0.000102,0.000879,0.000119,9.9E-05,0.000167,0.000137,0.00026,0.000254,0.00054,0.000178,0.000214,0.000178,0.000207,9.2E-05,0.000155,0.000153,0.001064,0.000203,f3b56gwb,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3b56gwb,Fault-tolerant superconducting qubits,2015,"Kelly, Julian S.","University of California, Santa Barbara. Physics",John Martinis,English,0.000367880770106885,0.000142144020644722
36,81,41,28,0.165085,8.9E-05,0.000164,0.000101,0.000116,6.9E-05,7.4E-05,0.000119,0.001241,8.7E-05,0.000196,7.5E-05,0.563234,5.6E-05,0.000211,0.000169,0.000125,0.019655,0.000249,4.6E-05,0.000343,0.000102,0.107837,9.3E-05,4.6E-05,6E-05,0.064629,0.000221,7.1E-05,0.000119,1.7E-05,0.000297,0.182675,0.000126,5.5E-05,4.5E-05,7E-05,0.000102,0.013526,6E-05,0.000106,6.3E-05,4.7E-05,0.000131,8.8E-05,5.4E-05,8.4E-05,7.9E-05,0.0001,0.000366,0.000184,5.5E-05,3.3E-05,4.3E-05,0.039234,0.000496,6.7E-05,5.6E-05,9.4E-05,7.7E-05,0.000146,0.000143,0.000305,0.000101,0.000121,0.000101,0.000117,5.2E-05,8.8E-05,8.6E-05,0.0006,0.000114,f3cz35c0,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3cz35c0,Highly Scaled InP/InGaAs DHBTs Beyond 1 THz Bandwidth,2015,"Rode, Johann Christian","University of California, Santa Barbara. Electrical and Computer Engineering",Mark J. W. Rodwell,English,0.000368930002350009,0.000218994893238608
37,82,22,35,0.230957,0.000291,0.000538,0.016407,0.00038,0.000225,0.000242,0.000391,0.004074,0.000285,0.000642,0.048473,0.000245,0.20917,0.000692,0.000555,0.00041,0.032371,0.129424,0.000152,0.001126,0.000335,0.000335,0.000306,0.000152,0.000197,0.115707,0.000726,0.000234,0.000389,5.5E-05,0.000975,0.117406,0.000414,0.000181,0.000147,0.000229,0.000335,0.140859,0.000197,0.080728,0.000208,0.000155,0.000431,0.000288,0.000177,0.000275,0.000261,0.000328,0.001203,0.000603,0.00018,0.00011,0.00014,0.000189,0.03378,0.00022,0.000184,0.000308,0.000254,0.000481,0.032623,0.001,0.00033,0.016472,0.00033,0.000384,0.00017,0.000288,0.000283,0.001971,0.000375,f3c24tmd,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3c24tmd,Predicting Microlensing Rates and Properties in Wide-Field Surveys,2015,"Fournier, Amanda Patrice","University of California, Santa Barbara. Physics","Lars Bidsten, Rachel Street",English,0.000201289997278373,0.000272585688108528
38,83,15,41,0.131292,0.469686,0.000154,9.5E-05,0.000109,6.5E-05,0.004673,0.000112,0.217552,8.2E-05,0.000184,7E-05,7E-05,5.2E-05,0.000198,0.000159,0.000118,6.3E-05,0.000234,4.4E-05,0.000322,9.6E-05,9.6E-05,8.8E-05,4.4E-05,5.7E-05,0.000909,0.000208,6.7E-05,0.000111,1.6E-05,0.000279,0.061247,0.000119,5.2E-05,4.2E-05,6.5E-05,9.6E-05,0.08638,0.013868,0.101387,5.9E-05,4.4E-05,0.000123,8.2E-05,5.1E-05,7.9E-05,7.5E-05,9.4E-05,0.000344,0.000173,5.2E-05,3.1E-05,4E-05,5.4E-05,0.000466,6.3E-05,5.3E-05,8.8E-05,7.3E-05,0.000138,0.000135,0.000286,9.5E-05,0.000113,9.5E-05,0.00011,4.9E-05,8.2E-05,8.1E-05,0.000564,0.036939,f3t43r70,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3t43r70,Direct and Indirect Contributions of Photodegradation to Litter Decomposition in a California Grassland,2015,"Lin, Yang","University of California, Santa Barbara. Geography",Jennifer Y. King,English,0.000141839491802383,0.000318576735715984
39,85,29,2,0.296808,0.000172,0.133392,0.000196,0.000225,0.000133,0.000143,0.000231,0.116472,0.000168,0.00038,0.000145,0.000145,0.000108,0.000409,0.000328,0.000243,0.00013,0.000483,9E-05,0.000666,0.000198,0.000198,0.000181,9E-05,0.000117,0.001878,0.162018,0.000139,0.00023,3.2E-05,0.000576,0.021893,0.038266,0.000107,8.7E-05,0.000135,0.009703,0.492012,0.000117,0.000206,0.000123,9.1E-05,0.000255,0.00017,0.000104,0.000162,0.000154,0.000194,0.000711,0.000357,0.000106,6.5E-05,8.3E-05,0.000112,0.000963,0.00013,0.000109,0.009688,0.00015,0.000284,0.000279,0.000591,0.000195,0.000234,0.000195,0.000227,0.0001,0.00017,0.000168,0.001165,0.000222,f3jm27tc,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3jm27tc,A Temporal Approach to Defining Place Types based on User-Contributed Geosocial Content,2015,"McKenzie, Grant Donald","University of California, Santa Barbara. Geography","Martin Raubal, Krzysztof Janowicz",English,0.000258489324694981,1.39068188995756E-05
40,87,40,12,0.140032,0.000108,0.000199,0.000122,0.00014,8.3E-05,9E-05,0.000145,0.001507,0.000105,0.000238,9.1E-05,0.035761,6.8E-05,0.000256,0.000205,0.000152,8.1E-05,0.000302,5.6E-05,0.000416,0.000124,0.000124,0.000113,5.6E-05,7.3E-05,0.203309,0.000268,8.7E-05,0.000144,2E-05,0.00036,0.138541,0.000153,6.7E-05,5.5E-05,8.5E-05,0.000124,0.18883,7.3E-05,0.000129,7.7E-05,5.7E-05,0.000159,0.000106,6.5E-05,0.000102,9.6E-05,0.000121,0.000445,0.000223,6.7E-05,4.1E-05,5.2E-05,7E-05,0.000602,0.041697,6.8E-05,0.000114,9.4E-05,0.000178,0.000174,0.00037,0.38061,0.000147,0.000122,0.000142,6.3E-05,0.000106,0.000105,0.000729,0.000139,f3959frz,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3959frz,Realization and Formal Analysis of Asynchronous Pulse Communication Circuits,2015,"Miller, Merritt Philip","University of California, Santa Barbara. Electrical and Computer Engineering",Forrest D. Brewer,English,0.000359380910870716,9.18239916991397E-05
41,88,0,0,0.233564,0.000119,0.00022,0.000135,0.039576,9.2E-05,9.9E-05,0.00016,0.060796,0.000116,0.000263,0.0001,0.0001,7.5E-05,0.000283,0.000227,0.000168,9E-05,0.000334,6.2E-05,0.00703,0.000137,0.000137,0.000125,6.2E-05,8.1E-05,0.021008,0.000297,9.6E-05,0.000159,2.2E-05,0.026679,0.001992,0.000169,7.4E-05,6E-05,9.3E-05,0.000137,0.19554,8.1E-05,0.000142,8.5E-05,6.3E-05,0.000176,0.000118,7.2E-05,0.407458,0.000107,0.000134,0.000492,0.000247,7.4E-05,0.006615,5.7E-05,7.7E-05,0.007235,9E-05,7.5E-05,0.000126,0.000104,0.000197,0.000193,0.000409,0.000135,0.000162,0.000135,0.000157,6.9E-05,0.000118,0.000116,0.211048,0.006723,f34f1nxv,https://www.alexandria.ucsb.edu/lib/ark:/48907/f34f1nxv,Jewish Tourism to the Occupied Palestinian Territories and its Effects on Diaspora Identities and Politics,2015,"Schneider, Emily Maureen","University of California, Santa Barbara. Sociology",Kum-Kum Bhavnani,English,3.81783999766579E-07,-2.20087245520348E-06
42,89,39,29,0.116475,8E-05,0.000147,9.1E-05,0.000104,6.2E-05,6.6E-05,0.000107,0.005517,7.8E-05,0.000176,6.7E-05,0.47981,5E-05,0.00019,0.000152,0.000112,6E-05,0.000224,4.2E-05,0.000308,9.2E-05,0.039704,8.4E-05,4.2E-05,5.4E-05,0.075692,0.000199,6.4E-05,0.000107,1.5E-05,0.000267,0.080558,0.030923,4.9E-05,4E-05,0.013267,9.2E-05,0.170604,5.4E-05,9.5E-05,5.7E-05,4.2E-05,0.000118,0.096908,4.8E-05,7.5E-05,7.1E-05,9E-05,0.000329,0.000165,4.9E-05,3E-05,3.8E-05,5.2E-05,0.000446,6E-05,5E-05,8.4E-05,7E-05,0.000132,0.000129,0.000274,9E-05,0.000108,9E-05,0.000105,4.6E-05,7.9E-05,7.8E-05,0.00054,0.000103,f36d5r51,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36d5r51,III-As/N-Polar III-N Wafer-Bonded Heterojunctions and Their Implementation in Current Aperture Vertical Electron Transistors,2015,"Kim, Jeonghee","University of California, Santa Barbara. Electrical and Computer Engineering",Umesh K. Mishra,English,0.000354332378983067,0.000227614228383588
43,91,41,0,0.177303,0.000182,0.000338,0.000207,0.000238,0.000141,0.000152,0.000245,0.002555,0.000179,0.000403,0.000154,0.000153,0.000115,0.000434,0.000348,0.000257,0.000138,0.000512,9.6E-05,0.000706,0.00021,0.00021,0.000192,9.6E-05,0.000124,0.042312,0.000455,0.000147,0.000244,3.4E-05,0.000611,0.023217,0.00026,0.000113,9.2E-05,0.000143,0.00021,0.118564,0.000124,0.000218,0.00013,9.7E-05,0.00027,0.00018,0.000111,0.000172,0.000164,0.000206,0.000754,0.000378,0.000113,6.9E-05,8.8E-05,0.000118,0.001021,0.000138,0.000115,0.000193,0.000159,0.000301,0.101097,0.000627,0.000207,0.000248,0.000207,0.000241,0.695636,0.00018,0.000178,0.001236,0.000235,f3mk6b2j,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3mk6b2j,Search for supersymmetry at CMS in events with b-tagged jets and missing transverse energy at 8 TeV / by Kristen Flowers,2015,"Flowers, Kristen","University of California, Santa Barbara. Physics",Jeffrey Richman,English,0.000368510489105472,7.51889907640556E-07
44,92,41,2,0.139424,0.000161,0.000299,0.000183,0.000211,0.000125,0.000134,0.000217,0.002259,0.000158,0.000356,0.026873,0.000136,0.000102,0.000384,0.000308,0.071526,0.009034,0.000453,8.4E-05,0.000624,0.009098,0.000186,0.00017,8.4E-05,0.000109,0.028497,0.000402,0.00013,0.000216,3E-05,0.00054,0.118562,0.00023,0.0001,8.2E-05,0.000127,0.000185,0.202862,0.000109,0.000193,0.000115,8.6E-05,0.000239,0.00016,9.8E-05,0.000152,0.000145,0.000182,0.080877,0.000334,0.0001,6.1E-05,0.017902,0.000105,0.000903,0.000122,0.000102,0.000171,0.000141,0.000267,0.000261,0.000555,0.000183,0.00022,0.000183,0.000213,0.41897,0.000159,0.000157,0.001093,0.000208,f30p0x6j,https://www.alexandria.ucsb.edu/lib/ark:/48907/f30p0x6j,Towards a Nonviolent Alternative for the Black Hole Information Paradox,2015,"Shi, Yinbo","University of California, Santa Barbara. Physics",Steven B. Giddings,English,0.000369908267689114,1.42140427343098E-05
45,96,0,28,0.259308,7E-05,0.015501,7.9E-05,9.1E-05,5.4E-05,5.8E-05,9.3E-05,0.00866,6.8E-05,0.000154,5.9E-05,5.8E-05,4.4E-05,0.322988,0.000133,9.8E-05,5.2E-05,0.000195,3.6E-05,0.000269,8E-05,8E-05,7.3E-05,3.6E-05,4.7E-05,0.004602,0.011703,5.6E-05,9.3E-05,1.3E-05,0.073252,0.001165,9.9E-05,4.3E-05,3.5E-05,5.5E-05,8E-05,0.391084,4.7E-05,8.3E-05,5E-05,3.7E-05,0.000103,6.9E-05,4.2E-05,6.6E-05,6.2E-05,0.007765,0.000288,0.015517,4.3E-05,2.6E-05,3.3E-05,4.5E-05,0.000389,5.3E-05,4.4E-05,7.4E-05,0.019276,0.000115,0.000113,0.011768,7.9E-05,9.5E-05,7.9E-05,9.2E-05,4.1E-05,6.9E-05,0.007754,0.104235,9E-05,f3fj2f0g,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3fj2f0g,Moments and Patterns that Matter : Identifying Literate Opportunities and Developmental Trajectories in a Middle School Classroom,2015,"Dippre, Ryan J.","University of California, Santa Barbara. Education",Charles Bazerman,English,-1.13726715874421E-06,0.000217500096594692
46,100,41,41,0.109031,7.8E-05,0.000145,8.9E-05,0.000102,6.1E-05,6.5E-05,0.000105,0.001096,7.7E-05,0.536493,6.6E-05,6.6E-05,4.9E-05,0.000186,0.000149,0.00011,5.9E-05,0.00022,4.1E-05,0.000303,9E-05,9E-05,8.2E-05,4.1E-05,5.3E-05,0.02248,0.013171,6.3E-05,0.000105,1.5E-05,0.000262,0.208919,0.000111,4.9E-05,4E-05,0.004387,9E-05,0.206579,5.3E-05,9.4E-05,5.6E-05,4.2E-05,0.000116,7.7E-05,4.8E-05,7.4E-05,7E-05,8.8E-05,0.000324,0.000162,4.8E-05,3E-05,3.8E-05,5.1E-05,0.000438,5.9E-05,4.9E-05,8.3E-05,6.8E-05,0.000129,0.000127,0.000269,8.9E-05,0.000107,8.9E-05,0.000103,4.6E-05,7.7E-05,7.6E-05,0.00053,0.000101,f3bg2m55,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bg2m55,"Transient Photocurrent Measurements of Charge Generation, Transport, and Recombination Dynamics in Bulk Heterojunction Solar Cells",2015,"Seifter, Jason Robert","University of California, Santa Barbara. Physics",Alan J. Heeger,English,0.000372142377803825,0.00031976880011721
47,103,41,17,0.139425,7E-05,0.000129,7.9E-05,9.1E-05,5.4E-05,5.8E-05,9.4E-05,0.058847,6.8E-05,0.000154,5.9E-05,5.9E-05,4.4E-05,0.000166,0.000133,9.8E-05,5.3E-05,0.000196,3.7E-05,0.007986,8E-05,0.532478,7.3E-05,3.7E-05,4.7E-05,0.0432,0.000174,5.6E-05,9.3E-05,1.3E-05,0.000234,0.116908,9.9E-05,4.3E-05,3.5E-05,5.5E-05,8E-05,0.087815,4.7E-05,0.015515,5E-05,3.7E-05,0.000103,0.061796,4.2E-05,6.6E-05,6.3E-05,7.9E-05,0.000289,0.000145,4.3E-05,2.6E-05,3.4E-05,4.5E-05,0.000391,5.3E-05,4.4E-05,7.4E-05,6.1E-05,0.000115,0.000113,0.00024,0.069522,9.5E-05,7.9E-05,9.2E-05,4.1E-05,6.9E-05,6.8E-05,0.000473,9E-05,f3th8jwq,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3th8jwq,Heterogeneous Integration for Reduced Phase Noise and Improved Reliability of Semiconductor Lasers,2015,"Srinivasan, Sudharsanan","University of California, Santa Barbara. Electrical and Computer Engineering",John Bowers,English,0.000371381504762299,0.000131806208383743
